year,precip,temp,,
1989,0,19.39444445,,
1989,0,18.78305556,,
1989,0,18.06638889,,
1989,0,17.88888889,,
1989,0,19.1775,,
1989,0,17.83444445,,
1989,0,18.44583334,,
1989,0,18.78305556,,
1989,0,17.85138889,,
1989,0,18.28333333,,
1989,0,19,,
1989,0,18.05138889,,
1989,0,18.575,,
1989,0,17.22305556,,
1989,0,17.22305556,,
1989,0,17.83444445,,
1989,0,16.68583333,,
1989,0,17.16361111,,
1989,0,17.5975,,
1989,0,18.54611111,,
1989,0,18.93861111,,
1989,0,20.43333333,,
1989,0,22.33333334,,
1989,0,18.62333334,,
1989,0,19.1775,,
1989,0,17.225,,
1989,0,17.70277778,,
1989,0,19.98444445,,
1989,0,20.46416667,,
1989,0,21.15,,
1989,0,19.18638889,,
1989,0,20.00138889,,
1989,0,19.05277778,,
1989,0,18.575,,
1989,0,19.05472222,,
1989,0,19.65527778,,
1989,0,18.575,,
1989,0,18.52916667,,
1989,0,18.76111111,,
1989,0,16.21694445,,
1989,0,17.27972222,,
1989,0,18.70416667,,
1989,0,18.96944445,,
1989,0,18.05138889,,
1989,0,17.225,,
1989,0,19.47583334,,
1989,0,18.46083333,,
1989,0,17.85138889,,
1989,0,17.85138889,,
1989,0,16.68777778,,
1989,0,16.90472222,,
1989,0,16.93361112,,
1989,0,17.70083334,,
1989,0,17.4025,,
1989,0,18.70416667,,
1989,0,19.67333334,,
1989,0,22.45416667,,
1989,8.375,18.59444445,,
1989,3.761,18.15166667,,
1989,3.931,18.94055556,,
1989,0,18.54611111,,
1989,0,18.32916667,,
1989,0,15.6275,,
1989,0,14.99611111,,
1989,0,15.12777778,,
1989,0,15.8425,,
1989,0,15.33611111,,
1989,0,17.11111112,,
1989,0,16.18861111,,
1989,0,16.18861111,,
1989,0,15.76361111,,
1989,0,17.53861111,,
1989,0,16.16222223,,
1989,0,16.03055556,,
1989,0,14.38916667,,
1989,0,15.665,,
1989,0,17.38305556,,
1989,0,17.7775,,
1989,0,18.21138889,,
1989,0,17.67388889,,
1989,0,16.47333334,,
1989,0,15.4675,,
1989,0,16.40555556,,
1989,0,16.58305556,,
1989,0,17.27777778,,
1989,0,17.9925,,
1989,0,18.20944445,,
1989,0,18.21138889,,
1989,0,17.99444445,,
1989,0,16.37666667,,
1989,0,14.78361112,,
1989,0,14.99861112,,
1989,0.795,15.94527778,,
1989,5.302,17.775,,
1989,0,14.44194444,,
1989,0,13.35277778,,
1989,0,12.95833333,,
1989,0,13.8325,,
1989,0,14.0475,,
1989,0,15.24194444,,
1989,0,16.29166666,,
1989,0,15.71972222,,
1989,0,14.61944444,,
1989,0,20.13305556,,
1989,0,17.53861111,,
1989,0,17.7775,,
1989,0,16.75416667,,
1989,0,13.3,,
1989,0,13.22361111,,
1989,0,13.09194444,,
1989,0,13.38333334,,
1989,0,14.0475,,
1989,0,15.05555556,,
1989,0,13.86111111,,
1989,0,12.53083333,,
1989,0,13.3,,
1989,0,13.515,,
1989,0,13.18611111,,
1989,0,13.77777778,,
1989,0,15.55111111,,
1989,0,15.55111111,,
1989,0,17.14611111,,
1989,0,16.92916667,,
1989,0,18.70416667,,
1989,0,15.6275,,
1989,0,15.81361111,,
1989,0,14.85833333,,
1989,0,15.15861111,,
1989,0,13.48638889,,
1990,0,13.66388889,,
1990,0,13.69444445,,
1990,0,12.52888889,,
1990,0,11.24861111,,
1990,0,12.61222223,,
1990,0,13.09194444,,
1990,0,13.09194444,,
1990,0,14.43305556,,
1990,0,14.25555556,,
1990,0,15.45,,
1990,0,18.88611112,,
1990,25.338,14.06694445,,
1990,13.933,16.17916667,,
1990,11.629,13.45555556,,
1990,3.358,13.55166667,,
1990,1.554,12.62916667,,
1990,0,9.673333336,,
1990,0,11.20472222,,
1990,0,11.59916666,,
1990,0,12.53083333,,
1990,0,11.9175,,
1990,0,12.79166667,,
1990,0,13.74722222,,
1990,0,15.05555556,,
1990,0,15.33611111,,
1990,0,14.85833333,,
1990,0,15.71083334,,
1990,0,13.74722222,,
1990,0,14.46388889,,
1990,0,15.92777778,,
1990,0,14.99861112,,
1990,0,15.81361111,,
1990,0,13.4775,,
1990,0,12.53083333,,
1990,9.825,14.06694445,,
1990,0,11.6825,,
1990,0,12.66666667,,
1990,0,14.62111111,,
1990,0,15.29,,
1990,0,13.18611111,,
1990,0,12.74583333,,
1990,0,13.48638889,,
1990,0,16.77111111,,
1990,0,14.56666667,,
1990,0,13.00861111,,
1990,0,8.820833334,,
1990,0,9.530555555,,
1990,27.362,13.79527778,,
1990,7.919,12.71694444,,
1990,2.785,11.38222222,,
1990,0,11.41972222,,
1990,0,13.08305556,,
1990,0,15.74833334,,
1990,0,16.14277778,,
1990,0,17.19444444,,
1990,0,16.77111111,,
1990,0,16.98611111,,
1990,0,14.68055556,,
1990,0,13.85194445,,
1990,0,13.96388889,,
1990,0,14.83611111,,
1990,0,16.16416667,,
1990,0,15.76777778,,
1990,0,16.03055556,,
1990,0,15.30722222,,
1990,0,14.17222223,,
1990,0,13.91138889,,
1990,0,13.85194445,,
1990,0,13.06111111,,
1990,0,14.06694445,,
1990,0,12.45166667,,
1990,0,12.84416667,,
1990,0,12.74583333,,
1990,0,15.38861111,,
1990,0,18.09722223,,
1990,0,16.53722223,,
1990,0,16.32222223,,
1990,0,16.59166667,,
1990,0,19.84166667,,
1990,0,18.52666667,,
1990,0,17.30833334,,
1990,0,15.81361111,,
1990,0,15.41,,
1990,0,14.88638889,,
1990,0,12.76083333,,
1990,0,15.41,,
1990,0,14.40416667,,
1990,0,13.6725,,
1990,0,15.2325,,
1990,0,13.4775,,
1990,0,16.29583334,,
1990,0,15.07305556,,
1990,0,16.93361112,,
1990,0,20.03888889,,
1990,0,17.69166667,,
1990,0,14.78361112,,
1990,0,14.52083334,,
1990,0,14.86694444,,
1990,0,15.52416667,,
1990,0,17.91777778,,
1990,0,18.83583333,,
1990,0,18.92111111,,
1990,0,20.47916667,,
1990,0,17.32777778,,
1990,0,17.32777778,,
1990,2.881,17.32583334,,
1990,0,16.68777778,,
1990,0,17.3825,,
1990,0,16.29333333,,
1990,0,16.81944445,,
1990,0,16.11388889,,
1990,0,16.11388889,,
1990,0,17.83638889,,
1990,0,17.70083334,,
1990,0,18.04888889,,
1990,0,19.76944445,,
1990,0,17.4025,,
1990,0,17.47666667,,
1990,0,16.29138889,,
1990,0,16.10527778,,
1990,0,15.30722222,,
1990,0,16.11388889,,
1990,0,16.77361112,,
1990,0,17.51416667,,
1990,0,19.92694445,,
1990,0,21.14805556,,
1990,0,20.77333334,,
1990,0,18.23083334,,
1990,0,17.67388889,,
1990,0,15.55277778,,
1990,0,16.29138889,,
1990,0,16.37666667,,
1990,0,15.81361111,,
1990,0,17.29722222,,
1990,0,15.73916667,,
1990,0,15.91666667,,
1990,0,16.07638889,,
1990,0,15.6075,,
1990,0,16.94861111,,
1990,0,16.55416667,,
1990,0,17.5975,,
1990,0,17.88027778,,
1990,0,17.91777778,,
1990,0,18.31222223,,
1990,0,18.52666667,,
1990,0,18.05138889,,
1990,0,17.11972222,,
1990,21.075,18.36666667,,
1990,2.814,17.22305556,,
1990,0,16.50833333,,
1990,0,18.44583334,,
1990,0,18.88611112,,
1990,0,19.31361111,,
1990,0,19.98638889,,
1990,0,20.37888889,,
1990,0,18.70666667,,
1990,0,18.78305556,,
1990,0,20.13305556,,
1990,0,19,,
1990,0,19.95555556,,
1990,0,20.82972222,,
1990,0,18.88611112,,
1990,0,19.05472222,,
1990,0,18.01388889,,
1990,0,16.83055556,,
1990,0,16.68583333,,
1990,0,17.3825,,
1990,0,17.5975,,
1990,0,18.09722223,,
1990,0,20.03888889,,
1990,0,18.99805556,,
1990,0,18.46083333,,
1990,0,17.80555556,,
1990,0,18.44583334,,
1990,0,18.79194445,,
1990,0,20.31944445,,
1990,0,22.46944445,,
1990,0,26.75416667,,
1990,0,24.03861111,,
1990,0,19.92694445,,
1990,0,18.40833334,,
1990,0,18.99805556,,
1990,0,18.82055556,,
1990,0,18.70666667,,
1990,0,19.05472222,,
1990,0,19.92694445,,
1990,0,23.515,,
1990,0,21.5225,,
1990,0,19.1775,,
1990,0,18.22888889,,
1990,0,19.44916667,,
1990,0,21.97638889,,
1990,0,22.81111112,,
1990,0,22.63166667,,
1990,0,22.71694445,,
1990,0,19.7475,,
1990,0,21.77638889,,
1990,0,21.22416667,,
1990,0,21.7,,
1990,0,22.33333334,,
1990,0,22.74555556,,
1990,0,21.3075,,
1990,0,20.48166667,,
1990,0,20.22083334,,
1990,0,20.00388889,,
1990,0,19.08333334,,
1990,0,19.29833334,,
1990,0,19.29833334,,
1990,0,19.82638889,,
1990,0,19.82638889,,
1990,0,20.26666667,,
1990,0,20.35,,
1990,0,19.3925,,
1990,0,20.08916667,,
1990,0,19.65527778,,
1990,0,18.60555556,,
1990,0,20.48361112,,
1990,0,20.74444445,,
1990,0,20.66111112,,
1990,0,20.96138889,,
1990,0,21.61666667,,
1990,0,20.39833334,,
1990,0,20.87611112,,
1990,0,21.40166667,,
1990,0,20.82972222,,
1990,0,21.07333334,,
1990,0,21.00722222,,
1990,0,20.03888889,,
1990,0,20.43333333,,
1990,0,21.40166667,,
1990,0,20.35,,
1990,0,19.73861111,,
1990,0,19.56111111,,
1990,0,20.00138889,,
1990,0,20.96138889,,
1990,0,20.08916667,,
1990,0,18.52916667,,
1990,0,18.70666667,,
1990,0,19.5325,,
1990,0,19.7475,,
1990,0,20.47916667,,
1990,0,22.23916667,,
1990,0,22.66666667,,
1990,0,21.08861111,,
1990,0,19.66416667,,
1990,0,19.18638889,,
1990,0,21.14805556,,
1990,0,21.25111112,,
1990,0,20.97055556,,
1990,0,21.365,,
1990,0,22.28305556,,
1990,0,21.97388889,,
1990,0,21.75944445,,
1990,0,19.71,,
1990,0,20.14194445,,
1990,0,20.00138889,,
1990,0,20.21833333,,
1990,0,19.05277778,,
1990,0,19.44722222,,
1990,0,18.70861112,,
1990,0,18.70861112,,
1990,0,18.70861112,,
1990,0,19.47583334,,
1990,0,20.08916667,,
1990,0,19.65527778,,
1990,0,19.215,,
1990,0,19.10111112,,
1990,0,19.44722222,,
1990,0,19.71,,
1990,0,20.14194445,,
1990,0,18.88611112,,
1990,0,19.08333334,,
1990,0,19.44722222,,
1990,0,20.82777778,,
1990,0,18.99805556,,
1990,0,18.05138889,,
1990,0,18.88611112,,
1990,0,18.62333334,,
1990,0,17.4025,,
1990,0,18.60555556,,
1990,0,18.91916667,,
1990,0,20.085,,
1990,0,20.69444445,,
1990,0,18.81833333,,
1990,0,19.23222222,,
1990,0,18.44333333,,
1990,0,17.16555556,,
1990,0,18.72361111,,
1990,0,18.06638889,,
1990,0,20.08916667,,
1990,0,19.87222223,,
1990,0,19.44916667,,
1990,0,18.65833333,,
1990,0,18.32944445,,
1990,0,18.54444445,,
1990,0,19.13611111,,
1990,0,19.63583334,,
1990,0,19.67333334,,
1990,0,19.13611111,,
1990,0,18.09527778,,
1990,0,17.61944445,,
1990,0,17.52333334,,
1990,0,17.52333334,,
1990,0,16.63333334,,
1990,0,18.05138889,,
1990,0,18.44583334,,
1990,0,15.38861111,,
1990,0,15.33611111,,
1990,0,16.14277778,,
1990,0,18.16944445,,
1990,0,16.29166666,,
1990,0,15.27055556,,
1990,0,20.085,,
1990,0,21.13055556,,
1990,0,21.74,,
1990,0,18.82083334,,
1990,0,18.42638889,,
1990,0,18.06666667,,
1990,0,16.29138889,,
1990,0,16.90277778,,
1990,0,16.68583333,,
1990,0,16.07638889,,
1990,1.986,16.20805556,,
1990,1.192,16.425,,
1990,0,13.92666666,,
1990,0,14.14166666,,
1990,0,17.20555556,,
1990,0,17.48611111,,
1990,0,16.39444445,,
1990,0,15.94722223,,
1990,0,12.39722223,,
1990,0,13.74722222,,
1990,0,14.40444444,,
1990,0,15.60555556,,
1990,0,13.53222222,,
1990,0,17.225,,
1990,0,14.97916667,,
1990,0,15.15861111,,
1990,0,14.46388889,,
1990,0,16.61388889,,
1990,0,16.82888889,,
1990,0,15.15666667,,
1990,0,15.55111111,,
1990,0,15.15861111,,
1990,0,16.94861111,,
1990,1.943,17.11083334,,
1990,0,14.91277778,,
1990,0,12.31388889,,
1990,0,11.91944445,,
1990,0,12.13444445,,
1990,0,12.13444445,,
1990,0,12.075,,
1990,0,14.06694445,,
1990,0,11.62583334,,
1990,0,11.15,,
1990,0,6.188611111,,
1990,0,7.361111111,,
1990,0,8.470277781,,
1990,0,10.3,,
1990,0,10.69444444,,
1990,0,11.78583334,,
1990,0,11.60833334,,
1990,0,11.41972222,,
1990,0,10.80833333,,
1990,0,10.67666667,,
1991,0,12.61222223,,
1991,0,13.53222222,,
1991,13.751,15.73027778,,
1991,22.611,14.80111112,,
1991,0,15.14722222,,
1991,0,14.68055556,,
1991,0,14.02944445,,
1991,0,13.95527778,,
1991,12.7,13.4575,,
1991,0,12.36638889,,
1991,0,13.91138889,,
1991,0,14.86694444,,
1991,0,20.77333334,,
1991,0,22.10555556,,
1991,0,18.38888889,,
1991,0,18.15,,
1991,0,14.85833333,,
1991,0,15.27055556,,
1991,0,16.05944445,,
1991,0,13.06111111,,
1991,0,15.23055556,,
1991,0,11.7025,,
1991,0,12.35138889,,
1991,0,12.84416667,,
1991,0,12.97972222,,
1991,0,12.70833333,,
1991,56.662,13.29805556,,
1991,29.613,12.25444444,,
1991,0,11.41972222,,
1991,0,12.075,,
1991,0,12.53083333,,
1991,0,13.35472222,,
1991,0,14.33888889,,
1991,0,14.96972222,,
1991,0,14.14138889,,
1991,0,18.92361112,,
1991,0,17.27972222,,
1991,0,15.60555556,,
1991,0,15.73027778,,
1991,0,14.73333333,,
1991,0,15.21111111,,
1991,0,15.12777778,,
1991,0,14.99611111,,
1991,0,15.76777778,,
1991,0,16.71666667,,
1991,0,18.31222223,,
1991,0,15.15833334,,
1991,0,16.29138889,,
1991,0,15.60555556,,
1991,0,15.8425,,
1991,0,15.8425,,
1991,0,17.22305556,,
1991,0,13.91138889,,
1991,0,13.77777778,,
1991,0,15.94722223,,
1991,0,14.68055556,,
1991,0,14.83611111,,
1991,0,16.25833334,,
1991,0,15.36416667,,
1991,26.281,15.62694445,,
1991,0,13.85,,
1991,0,14.48333334,,
1991,16.732,16.45555556,,
1991,0,16.07888889,,
1991,0,15.52416667,,
1991,0,14.73333333,,
1991,0,14.91083333,,
1991,0,16.67083334,,
1991,2.315,14.48333334,,
1991,0.52,15.29,,
1991,0,14.03861111,,
1991,6.469,15.26138889,,
1991,0,14.52083334,,
1991,3.011,14.78361112,,
1991,0,10.85666667,,
1991,35.922,14.275,,
1991,54.241,13.3175,,
1991,8.78,13.00833334,,
1991,8.01,13.22333334,,
1991,0,13.58916667,,
1991,0,13.24055556,,
1991,0,12.89444444,,
1991,15.01,12.28305556,,
1991,28.656,13.92638889,,
1991,29.462,12.23722223,,
1991,0.442,12.97777778,,
1991,0,13.4575,,
1991,0,13.24055556,,
1991,0,14.62111111,,
1991,0,14.40416667,,
1991,0,15.2325,,
1991,0,14.48333334,,
1991,0,15.52222222,,
1991,0,16.93166667,,
1991,0,17.70083334,,
1991,0,16.23888889,,
1991,0,17.30833334,,
1991,0,16.32222223,,
1991,0,16.75416667,,
1991,0,19.62666667,,
1991,0,18.83583333,,
1991,0,15.26138889,,
1991,0,16.37666667,,
1991,0,13.91138889,,
1991,0,13.91138889,,
1991,0,13.69444445,,
1991,0,13.24055556,,
1991,0,14.06694445,,
1991,0,15.2525,,
1991,0,14.44166667,,
1991,0,14.48333334,,
1991,0,14.30583334,,
1991,0,14.69833334,,
1991,0,14.96111112,,
1991,0,17.38055556,,
1991,0,17.83444445,,
1991,0,20.85861112,,
1991,0,19.08166667,,
1991,0,18.62083333,,
1991,0,16.93361112,,
1991,0,14.99861112,,
1991,0,14.03861111,,
1991,0,14.96111112,,
1991,0,14.78166667,,
1991,0,17.44,,
1991,0,19.98444445,,
1991,0,22.5,,
1991,0,20.59583334,,
1991,0,20.20138889,,
1991,0,16.59166667,,
1991,0,16.29333333,,
1991,0,14.56666667,,
1991,0,15.63611111,,
1991,0,16.77111111,,
1991,0,18.83583333,,
1991,0,17.99194445,,
1991,0,18.01388889,,
1991,0,16.53916667,,
1991,0,15.34472222,,
1991,0,14.69833334,,
1991,0,16.34166667,,
1991,0,15.15833334,,
1991,0,15.86388889,,
1991,0,15.68444445,,
1991,0,15.90138889,,
1991,0,16.29583334,,
1991,0,15.33583334,,
1991,0,14.99861112,,
1991,0,15.52416667,,
1991,0,17.88027778,,
1991,0,17.78611111,,
1991,0,17.48583334,,
1991,0,16.77361112,,
1991,0,15.76777778,,
1991,0,16.64194445,,
1991,0,16.55861112,,
1991,0,15.90138889,,
1991,0,15.33583334,,
1991,0,17.03638889,,
1991,0,16.29583334,,
1991,0,16.73611112,,
1991,0,17.21388889,,
1991,0,18.06638889,,
1991,0,17.88888889,,
1991,0,16.37916667,,
1991,0,16.425,,
1991,0,16.55666667,,
1991,0,16.68777778,,
1991,0,17.95444445,,
1991,0,16.68777778,,
1991,0,16.68583333,,
1991,0,16.68583333,,
1991,0,16.55416667,,
1991,0,16.55416667,,
1991,0,16.50833333,,
1991,0,16.77111111,,
1991,0,17.61944445,,
1991,0,18.93861111,,
1991,0,18.72361111,,
1991,0,17.56,,
1991,0,18.96944445,,
1991,0,20.82777778,,
1991,0,18.24583333,,
1991,0,18.54611111,,
1991,0,17.85138889,,
1991,0,18.94055556,,
1991,0,19.61138889,,
1991,0,20.08916667,,
1991,0,19.61138889,,
1991,0,18.72361111,,
1991,0,18.54416667,,
1991,0,18.54416667,,
1991,0,18.54611111,,
1991,0,18.54611111,,
1991,0,19.3725,,
1991,0,18.93861111,,
1991,0,18.23083334,,
1991,0,19.3725,,
1991,0,19.1575,,
1991,0,18.78305556,,
1991,0,17.775,,
1991,0,17.56,,
1991,0,18.94055556,,
1991,0,18.72361111,,
1991,0,19.15555556,,
1991,0,18.94055556,,
1991,0,18.32916667,,
1991,0,19.61138889,,
1991,0,19,,
1991,0,18.78305556,,
1991,0,20.08916667,,
1991,0,19.1575,,
1991,0,19.15555556,,
1991,0,19.215,,
1991,0,19,,
1991,0,18.88611112,,
1991,0,18.15166667,,
1991,0,18.78305556,,
1991,0,18.01388889,,
1991,0,19,,
1991,0,19.39444445,,
1991,0,19.215,,
1991,0,20.48166667,,
1991,0,20.56694445,,
1991,0,23.14,,
1991,0,22.74555556,,
1991,0,20.39833334,,
1991,0,20.26666667,,
1991,0,20.22083334,,
1991,0,19.82638889,,
1991,0,20.00388889,,
1991,0,20.08916667,,
1991,0,20.03888889,,
1991,0,20.31944445,,
1991,0,20.13305556,,
1991,0,20.61277778,,
1991,0,19.39444445,,
1991,0,18.54611111,,
1991,0,17.38055556,,
1991,0,18.88611112,,
1991,0,20.00138889,,
1991,0,18.93861111,,
1991,0,18.70861112,,
1991,0,20.30416667,,
1991,0,18.93861111,,
1991,0,19.78888889,,
1991,0,19.39444445,,
1991,0,19.61138889,,
1991,0,19.55,,
1991,0,19.15555556,,
1991,0,18.60555556,,
1991,0,18.94055556,,
1991,0,17.83638889,,
1991,0,18.05138889,,
1991,0,19.1775,,
1991,0,18.72361111,,
1991,0,17.93916667,,
1991,0,18.46277778,,
1991,0,18.06638889,,
1991,0,19.3725,,
